WT_0.1	KO_0.1	KO_0.2	WT_1.1	WT_1.2	KO_1.1	KO_1.2	WT_3.1	KO_3.1	KO_3.2	WT_8.1	WT_8.2	KO_8.1	KO_8.2
Septin10	5.412994894	5.866320524	4.169548043	4.30006996	6.066353699	5.074657357	5.222918844	4.68678906	4.051245545	3.326209124	2.922798946	-0.924018092	-1.848632233	0.274307496
Tecpr2	6.124537891	5.510638974	5.312443706	4.964885768	6.066353699	4.290736004	4.772947555	4.019364399	3.756340624	3.326209124	3.304669581	-0.924018092	0.353001628	0.952379401
Mast3	4.812195845	2.774121492	4.045517	3.80049895	6.066353699	3.166190906	2.559953832	2.990795247	1.679989738	3.326209124	-0.536632673	-0.924018092	-1.848632233	-3.047620599
Gm17082	-2.426208894	-2.234867292	0.755610578	-1.057482045	6.066353699	0.40537857	-2.484440288	-1.653060943	-2.843572219	3.326209124	1.578844545	-0.924018092	-1.848632233	-3.047620599
Gm28041	-0.104280799	1.171125068	-0.514478585	-1.057482045	6.066353699	1.627770991	-2.484440288	-1.653060943	-2.843572219	3.326209124	-0.536632673	-0.924018092	-1.848632233	-0.240265677
Vmn2r100	-2.426208894	-2.234867292	-2.280013332	-1.057482045	6.066353699	-2.764546431	-2.484440288	-1.653060943	-1.258609718	4.911171624	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Ndufab1-ps	3.682315563	2.662373134	0.256039569	3.80049895	6.066353699	2.444906934	1.907877135	2.59486657	1.404355295	8.455492141	-2.121595173	-0.924018092	3.835064221	-3.047620599
Sptb	1.82171862	1.465572426	1.125979028	2.112442957	6.066353699	0.935893287	1.422450308	-1.653060943	-0.036217296	3.326209124	-2.121595173	-0.924018092	2.096226213	-3.047620599
Gen1	6.819343812	7.513661029	6.658390092	4.964885768	6.066353699	6.19255561	6.6003681	5.167118019	4.413815624	5.648137218	3.986929284	0.660944409	0.353001628	2.039842242
Phf11b	2.703074123	-2.234867292	-2.280013332	-1.057482045	6.066353699	-2.764546431	-2.484440288	-1.653060943	-2.843572219	3.326209124	-2.121595173	-0.924018092	-1.848632233	-1.047620599
Eif5	9.703396117	9.030161651	8.68937319	9.363530811	6.066353699	8.520277669	8.486384614	7.98899075	7.829736857	7.026648842	4.619871813	5.006719246	5.960010235	4.499273861
Pcdh10	-2.426208894	-2.234867292	-0.514478585	-1.057482045	6.066353699	-2.764546431	-2.484440288	-1.653060943	-2.843572219	3.326209124	-2.121595173	-0.924018092	2.096226213	-3.047620599
Kctd17	4.957495399	4.683995946	5.782842324	3.896714265	6.066353699	5.1838208	5.180895629	2.434401898	4.026792501	3.326209124	-0.536632673	-0.924018092	3.360821133	2.810360396
Abl2	8.567437166	8.135166178	8.285469606	8.735308249	6.066353699	7.378836783	8.092044059	7.268779994	6.646275742	7.233099719	2.633292329	3.599543864	4.024196527	3.552292243
Mocs2	6.192176608	6.130580297	6.206218346	5.132342514	6.066353699	6.387738411	6.205557684	5.924367885	5.31124589	3.326209124	1.048329828	3.163444749	4.659162407	3.018468591
Hsbp1l1	2.859193325	1.709991154	0.755610578	3.466079911	6.066353699	1.32291641	1.422450308	-1.653060943	-2.843572219	3.326209124	-2.121595173	-0.924018092	2.649618635	-3.047620599
Bcar1	7.433325892	9.041373455	8.715047135	7.166519629	8.388281794	8.586944978	8.261234036	5.585343796	8.376201332	6.133564046	1.785295422	1.397910003	5.257799845	4.6318595
Rit1	5.13603353	5.339537017	5.141209968	5.629018482	6.066353699	4.928940526	5.649986032	4.613725597	4.733856609	3.326209124	0.685759749	-0.924018092	2.096226213	2.733739114
Stk35	7.055590538	7.435080712	7.435948659	7.2046128	7.6513162	6.833506069	7.781174759	4.946851899	6.181567344	3.326209124	3.087858192	2.982872504	4.715136046	3.720563726
Cxxc4	-2.426208894	2.263383576	1.873792004	-1.057482045	6.066353699	-2.764546431	0.685484714	-1.653060943	-2.843572219	3.326209124	-2.121595173	-0.924018092	2.649618635	-3.047620599
Snrpe	9.862368843	8.98587378	9.173360201	8.974563682	7.6513162	8.617537159	8.97345355	8.980842466	8.785328933	7.026648842	7.0051093	5.790227426	8.98883802	8.338780824
Akap13	5.533793038	5.558248264	5.513102224	4.614943297	6.066353699	5.579749477	5.10801675	3.101826559	3.34625234	3.326209124	1.337836445	-0.924018092	1.186991677	-1.047620599
Vmn2r95	-2.426208894	1.171125068	1.664845114	-1.057482045	6.066353699	-2.764546431	-2.484440288	-1.653060943	-2.843572219	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Mettl17	6.116822926	4.291827554	5.25759336	5.385461451	6.066353699	4.290736004	3.187985054	5.506810394	3.46020853	5.648137218	3.087858192	2.535413527	3.73030648	1.596235591
Ssb	10.23490113	10.0473524	9.238541477	9.796607135	7.6513162	9.806495116	9.041569819	9.488407612	9.113166927	7.233099719	6.02306307	5.485372844	7.110790187	6.147136255
Gm3150	4.049524537	2.408988898	0.256039569	4.434371051	6.066353699	2.520855787	-0.162512193	2.73925648	2.648280878	3.326209124	-2.121595173	-0.924018092	2.096226213	3.83502245
Gm4462	1.274230824	-2.234867292	1.125979028	1.749872877	6.066353699	-2.764546431	-0.899477787	2.870501013	0.8568675	3.326209124	-2.121595173	-0.924018092	-1.848632233	0.274307496
Ptprk	7.709500392	7.273323639	6.586029165	7.321896322	6.066353699	6.646964557	7.072065767	6.396787606	5.960558803	4.911171624	2.633292329	3.933962903	4.024196527	4.132288491
Dnajc1	5.77836225	6.3266116	5.574231723	6.819034902	6.066353699	5.478627552	5.777654558	3.838792153	3.264952238	3.326209124	1.048329828	1.397910003	-1.848632233	0.952379401
Abhd6	6.101268112	5.20641698	4.550343416	5.683984941	6.066353699	4.105818288	4.335738675	4.916794665	2.110624092	3.326209124	1.965867668	2.776421626	-1.848632233	-3.047620599
Pabpc4l	1.82171862	4.564738131	2.496090656	2.112442957	6.066353699	3.864810189	3.782346253	1.516864058	2.110624092	3.326209124	-2.121595173	-0.924018092	2.096226213	-0.240265677
Trp53-ps	6.447235219	5.226202822	6.053589297	6.180922694	6.066353699	4.154316806	5.10801675	5.713261271	4.640243559	4.911171624	4.592650344	4.030178218	4.024196527	3.018468591
Gm17092	4.773463451	4.174523644	3.469520936	2.849408551	6.066353699	2.364736586	3.348449726	3.838792153	2.200821901	3.326209124	1.048329828	0.660944409	-1.848632233	1.906575711
Rbfox2	8.525804271	8.654636672	8.549867933	8.311024417	6.066353699	8.02743039	8.487821561	7.914895132	8.18225945	7.026648842	4.145191367	3.719838098	6.005612821	5.949558882
Wwp2	7.275963791	5.542552424	6.672436727	6.504760379	6.066353699	6.27711272	6.351610067	6.511845983	5.31124589	3.326209124	1.337836445	0.660944409	3.73030648	2.039842242
Peg10	7.894591655	5.987203064	6.272271508	9.307746804	7.6513162	5.400360495	5.608316853	9.062043066	5.331353464	6.133564046	4.646589152	5.946346628	4.659162407	4.935372976
Zfp488	-2.426208894	1.465572426	1.664845114	-1.057482045	6.066353699	-1.179583931	-2.484440288	-1.653060943	-2.843572219	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Cd2bp2	8.062635453	7.164731077	8.017590801	6.970423952	7.6513162	7.231220719	7.625390367	5.265802294	6.425554461	5.648137218	3.235956831	1.397910003	6.049818	5.411811019
Matr3	10.67593086	10.26143726	10.2651925	9.920513324	8.873708621	9.838848099	9.76556198	9.347643326	9.299492062	8.81806222	6.903544389	6.4596862	7.989626249	7.532637968
Gm17067	5.76854796	7.220048846	6.253705739	5.132342514	6.066353699	5.853839071	6.027312366	4.756329993	4.656273669	7.574136637	2.27072225	0.660944409	1.186991677	1.596235591
U2af1l4	7.186659603	5.321255526	6.615410479	6.936871392	6.066353699	6.19255561	5.639681024	6.385858046	4.733856609	4.911171624	2.633292329	-0.924018092	4.966430784	4.499273861
Tomm70a	9.949645082	9.689425629	9.534168552	9.108681038	7.6513162	9.266465476	9.340120742	8.687901821	8.767913725	7.233099719	6.257783194	5.304800598	7.15193121	7.156950545
Phf11c	2.431772101	0.800756618	2.056270056	3.80049895	6.066353699	1.32291641	2.373540707	4.455463514	1.911315284	3.326209124	-2.121595173	-0.924018092	2.649618635	-1.047620599
Immt	8.806811533	8.31684097	8.414344556	8.074374916	6.066353699	8.314271519	8.55516423	7.737108013	7.843803465	3.326209124	5.791294163	5.583776548	7.172069971	6.743542289
Fubp1	10.28438232	9.938372598	9.24560535	9.585472179	8.388281794	8.838616248	9.810467593	9.679535115	8.73809914	7.026648842	6.727027767	7.319155891	7.121185953	7.04249182
Gpat4	7.662579345	7.549440375	7.333591986	7.803604861	6.066353699	6.54606635	7.157611405	6.407634988	6.308712624	5.648137218	3.550830169	1.397910003	3.048608193	3.460174041
Wac	7.86265718	7.476971728	7.488501848	6.879155894	6.066353699	7.005291412	7.186215961	6.561258178	5.473840395	5.648137218	3.007687844	1.88333683	4.191383446	3.974747214
Carns1	1.480681702	1.709991154	2.617227094	0.527480456	6.066353699	1.990341071	2.873111717	-1.653060943	0.326352783	3.326209124	-2.121595173	-0.924018092	-1.848632233	0.652819119
Mast4	6.507481761	6.289478525	6.215841695	6.663617144	7.6513162	5.809100756	6.163018139	5.192429108	4.356100126	7.026648842	0.685759749	1.88333683	1.186991677	0.952379401
Spats2l	3.948830537	3.514666976	1.125979028	0.527480456	6.066353699	3.835366411	-0.899477787	2.253829652	2.285710798	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Gm8024	1.480681702	2.408988898	1.125979028	0.527480456	6.066353699	0.042808491	0.974991331	-1.653060943	0.8568675	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Zfp101	6.489670485	5.720492014	5.079296985	6.237138704	6.066353699	4.26887657	4.734728233	4.650719805	0.8568675	4.911171624	3.432993678	-0.924018092	-1.848632233	0.274307496
Mrpl16	7.796586009	8.142993932	8.267073989	6.794266996	6.066353699	7.876602166	8.662128388	5.659822012	7.861196021	6.496134125	2.633292329	4.285435274	7.06844143	7.104664243
Gm6047	1.033222725	2.974586074	2.218237536	-1.057482045	6.066353699	-2.764546431	2.159415902	-1.653060943	-0.521644124	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Xpo7	9.244004743	8.960997009	8.8754374	8.90107067	6.066353699	8.475648623	8.933939432	8.270266542	7.883497339	8.683761128	5.692186018	5.844166233	4.919552092	4.499273861
Gad1-ps	-2.426208894	0.301185609	-2.280013332	-1.057482045	6.066353699	-2.764546431	-2.484440288	-1.653060943	1.243890623	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Taf9	5.54533466	5.866320524	5.036494487	5.317557386	6.066353699	4.68666468	5.290346772	4.229582106	5.774813284	3.326209124	-2.121595173	0.660944409	4.476898099	3.361770337
Gtf2e2	8.963422445	8.621402598	7.882126196	7.639485481	6.066353699	8.222006718	7.747980639	7.182989412	7.566879133	6.496134125	4.068229386	1.397910003	4.715136046	4.327418832
Smim7	7.649270256	6.710576545	6.968388674	6.992366505	8.388281794	6.55512569	7.161218145	5.506810394	5.874104205	6.133564046	3.493114671	5.304800598	3.360821133	3.361770337
Arhgap17	7.681008182	6.317417548	6.454018808	6.21864236	8.388281794	5.707128783	5.868706538	6.618402085	4.540132074	4.911171624	4.698583789	3.83086941	2.399295281	3.256160149
Apold1	1.274230824	-2.234867292	-2.280013332	-1.057482045	6.066353699	-2.764546431	-0.899477787	-1.653060943	-2.843572219	5.648137218	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Ripk1	5.474657914	5.604336496	5.589117788	5.246298703	6.066353699	4.872078189	5.290346772	3.476222074	3.531467213	3.326209124	-0.536632673	-0.924018092	3.835064221	1.596235591
Iqgap1	8.3851658	8.05169047	8.168928905	8.838850359	6.066353699	7.708144408	8.369648892	7.959807554	7.388848709	6.496134125	5.557884926	5.415831911	6.744572121	5.816565545
H3c15	-0.841246393	-2.234867292	0.256039569	-1.057482045	6.066353699	2.661718323	1.422450308	-1.653060943	-2.843572219	3.326209124	-2.121595173	-0.924018092	2.096226213	-1.047620599
Vldlr	1.033222725	-2.234867292	-0.514478585	3.190445469	6.066353699	-2.764546431	-2.484440288	-1.653060943	-2.843572219	4.911171624	-2.121595173	-0.924018092	-1.848632233	0.652819119
Bend3	6.25678569	7.041722424	6.136995255	5.600729438	6.066353699	6.509249168	4.481343997	4.277676394	5.914650996	3.326209124	-2.121595173	1.397910003	2.649618635	1.596235591
Tma7	7.51777102	7.080282271	6.335432394	7.232536802	6.066353699	6.634197261	5.814767731	5.983563677	6.353644475	3.326209124	3.304669581	0.660944409	6.194668522	5.862272485
Endod1	3.596158919	4.133202585	4.851329207	3.586374145	6.066353699	3.835366411	3.744378403	1.154293979	3.632161212	3.326209124	-2.121595173	-0.924018092	2.096226213	1.411811019
Zfp712	1.274230824	3.231107173	-0.514478585	2.401949574	6.066353699	1.627770991	-2.484440288	-1.653060943	-0.521644124	3.326209124	-2.121595173	-0.924018092	-1.848632233	-1.047620599
Gspt1	8.438751021	8.116734538	7.900144477	7.784868298	6.066353699	8.108128449	7.117330501	7.383112669	7.799382005	5.648137218	4.478317669	4.205264925	6.661538518	6.294454069
Trim67	1.033222725	3.637961468	2.929440034	-1.057482045	6.066353699	3.711187	3.070148564	-1.653060943	4.026792501	3.326209124	-2.121595173	1.397910003	2.649618635	-1.047620599
Sco2	6.570970587	6.251364386	7.165001514	6.180922694	6.066353699	6.169144224	6.631903674	4.536763616	4.687809242	3.326209124	0.200332922	1.397910003	2.649618635	0.952379401
Surf1	7.461011722	6.151426343	5.120866105	7.381309808	6.066353699	5.263359565	6.155804648	5.909181481	4.891137402	4.911171624	3.007687844	3.83086941	3.617342232	2.652819119
Ergic1	9.215391322	7.101862406	7.873031958	8.741799577	6.066353699	7.27574329	7.790520184	8.093453378	6.936147137	6.785640742	4.478317669	5.817448894	5.257799845	5.750040927
Gm44501	-2.426208894	-2.234867292	-2.280013332	-1.057482045	6.066353699	-2.764546431	-2.484440288	1.516864058	-2.843572219	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Phykpl	3.065644202	4.291827554	2.496090656	1.749872877	6.066353699	0.935893287	3.665306832	-0.068098443	2.200821901	8.455492141	1.965867668	-0.924018092	1.186991677	0.652819119
Idh3a	8.448004041	8.223949411	7.667477503	7.250856985	6.066353699	8.147594425	6.395142962	6.90535977	7.468176096	4.911171624	4.107223517	3.933962903	5.011834026	5.649346927
Gm26965	2.783244472	0.800756618	-2.280013332	-1.057482045	6.066353699	-0.442618337	0.685484714	0.668867152	-2.843572219	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
G3bp2	11.31536343	12.27985909	11.65000322	10.9776607	9.766793417	11.60729826	11.69071938	10.05817582	10.7550619	9.555027814	6.925528739	6.333369751	8.629732931	8.011723862
Mms19	7.633135567	7.296904034	7.242372035	7.097336064	6.066353699	6.325565988	6.960574558	6.341292494	6.113529823	7.970065313	4.253444258	2.776421626	3.617342232	3.759734323
Prr23a3	5.105172567	4.09066304	3.811686502	2.112442957	6.066353699	4.201237853	3.991293143	1.516864058	2.285710798	3.326209124	-0.536632673	0.660944409	1.186991677	0.652819119
Ankrd52	3.639880297	3.514666976	3.469520936	-1.057482045	6.066353699	1.759015525	2.039121668	3.961648901	-0.036217296	3.326209124	-2.121595173	-0.924018092	-1.848632233	1.411811019
Vgll3	4.516305611	5.975560539	5.85851447	3.190445469	6.066353699	5.062002056	4.84647659	3.704491061	4.891137402	3.326209124	-2.121595173	-0.924018092	3.73030648	2.161832766
Ndufb8	9.778667874	8.736245114	9.163448281	9.235989604	6.066353699	8.619697691	9.260813854	9.036063462	8.793505439	6.785640742	7.277148519	6.755462007	9.507709688	8.988896471
Acot1	4.713342458	6.03285576	5.347885284	3.80049895	6.066353699	5.657518335	5.886247119	3.101826559	5.730074969	4.911171624	-2.121595173	-0.924018092	5.011834026	3.974747214
Ppfia1	7.389174402	7.456178262	7.708955322	7.213980983	8.388281794	6.599588224	6.993317979	6.609033902	6.681948591	5.648137218	2.832601137	2.245906909	5.257799845	5.018468591
Il7	-2.426208894	3.379842552	3.020110393	2.642957673	6.066353699	3.016813282	2.270447214	-1.653060943	-2.843572219	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Tdrd3	6.358425952	6.47456121	5.689229273	4.873255293	6.066353699	6.096540475	5.796330482	5.033439584	4.375596302	4.911171624	2.27072225	1.88333683	4.024196527	2.274307496
Prr36	3.504528444	2.263383576	3.105417705	2.849408551	6.066353699	1.759015525	0.685484714	-0.068098443	2.110624092	7.026648842	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Smad2	6.942297568	6.457922543	6.326576949	6.180922694	6.066353699	6.367310529	6.717683536	5.289453562	5.290854102	3.326209124	3.304669581	1.88333683	0.353001628	1.596235591
Gm9372	-2.426208894	-2.234867292	-2.280013332	-1.057482045	6.066353699	-2.764546431	-0.899477787	-1.653060943	-2.843572219	8.081096626	-2.121595173	-0.924018092	0.353001628	-3.047620599
Utf1	10.94950936	10.81990659	12.22208501	11.83030975	10.15381654	11.50684364	10.82631448	10.77765294	11.09205327	9.984420606	7.339884274	7.595618161	11.17633425	10.73127788
Nynrin	8.997432301	4.400306655	4.899895758	10.00388915	6.066353699	4.548336524	5.475561644	8.977206182	4.557307218	4.911171624	4.354138258	5.142071098	3.048608193	1.596235591
Ppfia4	4.713342458	2.974586074	3.706397604	4.497106807	6.066353699	3.068343583	3.624084169	4.822672488	2.884348236	4.911171624	0.200332922	3.468299331	-1.848632233	1.411811019
Atp23	5.450308053	6.141040971	6.272271508	5.008607146	6.066353699	6.392800504	5.739561386	1.516864058	5.09306572	4.911171624	1.578844545	-0.924018092	3.048608193	2.652819119
Cyb5r4	6.477672952	5.589136759	4.609946868	4.557227799	6.066353699	5.801507607	5.832972326	4.789882553	4.375596302	4.911171624	2.12633234	3.468299331	3.048608193	4.071320474
Gmeb1	8.373882094	8.868027001	8.210436462	7.77224069	7.6513162	8.062796273	8.209917599	7.280629712	7.447598481	7.718526546	4.507761447	3.599543864	5.331276857	5.296675309
Pid1	6.993751284	4.945041798	4.851329207	5.861381192	6.066353699	4.970163189	5.10801675	5.402221492	3.870673299	3.326209124	3.163807046	-0.924018092	1.186991677	0.274307496
Tmem238	5.738698033	4.683995946	6.299679732	5.385461451	6.066353699	4.653306083	4.570842148	2.990795247	5.162052331	3.326209124	1.785295422	-0.924018092	4.871098824	4.327418832
Ppp1r3e	-2.426208894	-2.234867292	-2.280013332	-1.057482045	6.066353699	-2.764546431	0.322914634	-1.653060943	-2.843572219	3.326209124	-2.121595173	-0.924018092	0.353001628	-3.047620599
Unc5d	-0.841246393	1.709991154	0.256039569	-1.057482045	6.066353699	-2.764546431	1.21599943	-0.068098443	0.8568675	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Phc3	6.459487479	6.593586582	5.702980243	5.88503246	6.066353699	4.653306083	5.137611532	4.946851899	3.178795594	5.648137218	-2.121595173	-0.924018092	2.096226213	0.952379401
C730034F03Rik	2.703074123	-0.469332545	-2.280013332	2.642957673	6.066353699	1.32291641	-2.484440288	-1.653060943	-2.843572219	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
2300009A05Rik	5.533793038	6.80569642	6.404384652	5.051042412	6.066353699	6.757054008	7.353187645	5.061184574	6.353644475	5.648137218	-0.536632673	0.660944409	4.476898099	3.552292243
Prr22	-2.426208894	-2.234867292	-2.280013332	-1.057482045	6.066353699	-2.764546431	-2.484440288	-1.653060943	-2.843572219	3.326209124	-2.121595173	-0.924018092	0.353001628	-3.047620599
Myh15	-2.426208894	-2.234867292	-2.280013332	-1.057482045	6.066353699	-2.764546431	-2.484440288	-1.653060943	-2.843572219	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Zfp202	2.217647296	1.171125068	2.218237536	-1.057482045	6.066353699	0.935893287	2.159415902	0.668867152	-1.258609718	3.326209124	-0.536632673	-0.924018092	0.353001628	-3.047620599
Slc8a2	1.033222725	3.065256433	4.423198136	-1.057482045	6.066353699	2.850163413	3.243480167	2.870501013	3.039070831	3.326209124	-2.121595173	-0.924018092	2.096226213	3.018468591
Cnppd1	7.619550767	6.449530692	6.700126246	8.452292959	6.066353699	5.875698505	6.455138927	7.601967627	5.390047458	3.326209124	4.068229386	4.285435274	2.399295281	2.733739114
Atp10a	-2.426208894	4.133202585	3.650724006	-1.057482045	6.066353699	4.130271332	3.855409715	-1.653060943	3.264952238	3.326209124	-2.121595173	-0.924018092	-1.848632233	-0.240265677
Btbd9	6.741209252	6.362812852	6.672436727	7.250856985	6.066353699	6.090321952	6.922827477	4.854733697	5.619952155	4.911171624	1.578844545	0.660944409	2.399295281	3.256160149
Zfp385a	4.444155826	4.174523644	5.870749413	5.861381192	6.066353699	4.584181723	4.43442295	4.455463514	4.505155936	3.326209124	0.200332922	-0.924018092	-1.848632233	0.274307496
Myo9b	6.24267609	4.625598967	6.042816166	5.95374521	6.066353699	5.698977942	4.899264005	5.486490409	4.778479601	3.326209124	1.337836445	-0.924018092	2.399295281	2.039842242
Prkag1	7.479178111	7.525686341	7.179828085	6.843384763	6.066353699	7.008592775	7.459539627	5.641559806	6.520562436	6.785640742	3.007687844	3.323909421	4.715136046	3.974747214
Nrep	4.671823189	5.145377299	5.276109486	2.849408551	6.066353699	4.842783882	6.212527239	3.901527908	4.505155936	3.326209124	1.337836445	-0.924018092	2.649618635	3.309931405
Zfp595	4.081585746	3.514666976	3.334696512	1.749872877	6.066353699	2.520855787	1.907877135	-1.653060943	0.6158594	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Mapk6	7.569558257	6.765696151	7.098931729	8.395788589	6.066353699	6.238268584	6.63709323	7.394062969	4.982976269	4.911171624	2.633292329	4.74840725	4.110210442	2.952379401
Glg1	8.851659652	8.506768224	8.513264827	8.921228414	8.388281794	8.035544556	8.074936803	8.430418384	7.196717502	7.970065313	4.646589152	5.415831911	6.495663675	6.007661836
Gm4202	4.733662443	4.595489456	4.208630208	3.80049895	6.066353699	3.711187	3.44629705	4.575757747	3.385246472	3.326209124	3.65976454	0.660944409	-1.848632233	-3.047620599
Lrrcc1	5.412994894	5.124443025	4.423198136	3.697405457	6.066353699	5.229807005	5.329340903	2.990795247	3.664222422	4.911171624	2.401966783	-0.924018092	0.353001628	-1.047620599
Aqp5	1.274230824	-0.469332545	-2.280013332	0.527480456	6.066353699	0.40537857	-2.484440288	1.516864058	-1.258609718	3.326209124	0.685759749	-0.924018092	-1.848632233	-3.047620599
Ldah	6.946656166	6.362812852	6.308701304	6.36037047	6.066353699	6.221295506	6.357910056	5.924367885	6.338822135	5.648137218	2.832601137	2.982872504	4.715136046	4.403590513
Erap1	3.18850095	3.637961468	-0.514478585	1.749872877	6.066353699	1.879309758	2.941824467	2.73925648	2.014408777	3.326209124	0.200332922	-0.924018092	-1.848632233	-0.240265677
Gm17177	1.661253947	1.465572426	2.832686801	2.642957673	6.066353699	1.142344164	2.039121668	-1.653060943	1.911315284	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Ylpm1	7.704361669	7.637037946	7.44005988	7.389601181	6.066353699	6.692834448	7.161218145	7.105162271	6.241236169	7.413671965	4.321348323	3.933962903	4.715136046	4.544836438
Tnnc1	1.966108529	0.301185609	-2.280013332	0.527480456	6.066353699	0.694885187	0.974991331	2.253829652	-2.843572219	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Tbck	6.371452632	6.260987735	5.882881468	5.282367958	6.066353699	5.809100756	6.08161375	4.68678906	5.150781218	6.496134125	2.522261017	1.397910003	3.360821133	3.018468591
Nkd1	1.480681702	1.709991154	2.056270056	2.112442957	6.066353699	2.963374023	0.322914634	2.253829652	0.326352783	3.326209124	-2.121595173	-0.924018092	-1.848632233	-1.047620599
Gm7502	0.743716108	-2.234867292	-2.280013332	-1.057482045	6.066353699	-2.764546431	-2.484440288	-1.653060943	-2.843572219	6.133564046	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Lax1	-0.841246393	-2.234867292	-0.514478585	1.749872877	6.066353699	-1.179583931	-2.484440288	0.668867152	-2.843572219	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Olfr976	-2.426208894	-2.234867292	-2.280013332	-1.057482045	6.066353699	-2.764546431	-2.484440288	1.806370675	-2.843572219	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Nob1	8.618868158	8.12729572	8.191052164	7.707389546	6.066353699	7.699999319	6.918571736	6.717626464	7.009737337	6.133564046	4.182185575	3.468299331	4.715136046	4.567089245
Derpc	9.224394128	9.38397701	8.813404233	8.370878128	7.6513162	8.402244319	10.2040286	7.60668232	8.112803939	9.107568837	4.564905354	4.908871922	6.703652607	7.022500345
Idi1	3.913641109	3.805148387	3.020110393	2.401949574	6.066353699	3.921954096	2.559953832	2.253829652	2.648280878	3.326209124	-0.536632673	-0.924018092	-1.848632233	0.274307496
Fancf	6.06163114	5.245720979	5.416258752	4.919797879	6.066353699	5.31760261	5.920701175	2.990795247	4.075291019	3.326209124	2.12633234	1.397910003	2.096226213	2.274307496
Gm6811	-2.426208894	-2.234867292	-2.280013332	-1.057482045	6.066353699	-2.764546431	1.21599943	-1.653060943	-2.843572219	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Dynlt1a	1.966108529	1.918938044	0.755610578	-1.057482045	6.066353699	0.40537857	-2.484440288	-1.653060943	-2.843572219	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Dhx37	4.368206972	4.400306655	3.532484894	5.008607146	7.6513162	3.425278127	4.283744037	3.476222074	3.814639264	3.326209124	0.200332922	-0.924018092	2.399295281	-1.047620599
Gm17101	-2.426208894	-2.234867292	-2.280013332	-1.057482045	6.066353699	-2.764546431	-2.484440288	-1.653060943	-2.843572219	4.911171624	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Zfyve27	5.105172567	4.625598967	5.120866105	4.30006996	6.066353699	4.511577974	4.023354352	3.556392422	2.365881147	3.326209124	-0.536632673	0.660944409	0.353001628	-1.047620599
Steap1	8.280287124	5.059753457	5.930414499	7.765885195	6.066353699	5.036353469	5.543465709	5.909181481	5.31124589	3.326209124	3.007687844	2.776421626	0.353001628	0.952379401
Sult6b1	5.89120372	2.774121492	3.105417705	5.762696917	6.066353699	2.963374023	3.782346253	4.455463514	2.014408777	3.326209124	3.007687844	-0.924018092	-1.848632233	-1.047620599
Cbarp	5.13603353	3.805148387	4.088056545	4.227920174	6.066353699	3.77461238	4.115472554	2.047378775	1.800283971	7.233099719	-2.121595173	-0.924018092	0.353001628	-1.047620599
Zbtb42	-0.841246393	-0.469332545	1.125979028	0.527480456	6.066353699	0.694885187	-2.484440288	3.704491061	-2.843572219	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
1700088E04Rik	2.097353062	1.465572426	1.420426386	3.896714265	6.066353699	-2.764546431	-0.899477787	2.870501013	-2.843572219	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Mmut	8.214939703	8.116734538	7.653382263	7.852411039	6.066353699	7.6543603	7.854296095	7.208025963	7.405541234	3.326209124	4.53661631	4.030178218	6.860796269	6.219165942
Inafm1	3.639880297	2.662373134	2.363842858	3.896714265	6.066353699	3.212733492	0.322914634	-0.068098443	1.404355295	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Tifab	-2.426208894	-2.234867292	-2.280013332	-1.057482045	6.066353699	0.042808491	1.603022554	-1.653060943	2.648280878	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
