"Input1" "Input2" "Input3" "Input4" "Input5" "Input6"
"Svs1" 0 1 0 1 0 1
"Gpnmb" 6 18 6 17 3 6
"Malsu1" 87 103 54 135 61 74
"Igf2bp3" 593 830 411 1707 617 690
"Tra2a" 1319 1910 948 3376 1236 1456
"Ccdc126" 62 99 56 121 44 62
"Fam221a" 14 45 15 88 24 41
"Stk31" 91 131 54 401 179 182
"Npy" 2 4 3 3 1 5
"Mpp6" 1051 1421 659 1570 571 656
"Dfna5" 20 24 12 38 8 25
"Osbpl3" 102 132 76 141 41 44
"Cycs" 634 751 289 573 146 170
"5430402O13Rik" 4 10 5 4 0 4
"Mir6371" 0 0 0 0 0 0
"4921507P07Rik" 19 48 17 81 27 41
"Npvf" 0 1 0 0 0 0
"C530044C16Rik" 0 0 0 0 0 0
"Mir148a" 0 0 0 1 0 0
"Gm6559" 1 5 0 0 0 2
"Nfe2l3" 36 58 42 90 35 44
"Hnrnpa2b1" 13344 16040 6702 27913 10866 11014
"Cbx3" 1894 1966 733 1851 516 550
"Snx10" 222 303 152 303 106 122
"Skap2" 295 345 146 481 191 206
"Halr1" 149 209 129 572 235 299
"Hoxa1" 16 19 4 18 0 2
"Hotairm1" 0 4 1 1 2 1
"Hoxa2" 1 5 2 5 4 1
"Hoxaas2" 0 0 0 1 0 0
"Hoxa3" 0 5 1 11 2 4
"Hoxa4" 0 0 1 0 1 0
"Hoxaas3" 0 1 0 0 0 0
"Hoxa5" 1 4 1 1 1 3
"Hoxa6" 0 0 0 0 0 0
"Mira" 0 0 0 2 1 2
"Hoxa7" 8 11 3 17 1 3
"Hoxa9" 0 4 2 4 5 3
"Mir196b" 0 0 0 0 0 0
"Hoxa10" 3 3 2 11 0 3
"Hoxa11" 1 3 1 5 1 5
"Hoxa11os" 0 6 0 6 3 6
"Hoxa13" 1 1 3 7 0 2
"Hottip" 4 1 0 3 0 1
"5730457N03Rik" 2 5 0 20 6 0
"Evx1" 7 14 0 22 6 4
"1700094M24Rik" 1 1 1 0 0 0
"Hibadh" 193 252 111 495 187 192
"Tax1bp1" 1641 2235 829 3055 1149 1160
"Jazf1" 18 53 35 74 44 38
"Gm4872" 4 2 0 3 0 0
"9430076C15Rik" 26 92 41 91 64 48
"Creb5" 48 93 51 725 362 346
"Tril" 22 39 13 97 24 63
"Cpvl" 6 6 3 3 3 0
"4921529L05Rik" 15 34 23 46 26 18
"Chn2" 37 58 29 136 55 75
"9130019P16Rik" 18 22 22 42 26 41
"Prr15" 7 6 3 14 4 3
"Wipf3" 66 96 50 75 37 42
"Scrn1" 78 75 37 206 78 94
"Fkbp14" 33 79 45 59 28 35
"Plekha8" 557 748 384 863 329 371
"Mturn" 69 105 49 266 120 127
"Znrf2" 395 496 236 568 195 220
"Nod1" 19 26 16 36 17 13
"Ggct" 133 138 52 100 28 20
"Gars" 3535 4260 1616 5987 2185 2047
"Crhr2" 9 32 14 4 1 0
"Inmt" 0 1 0 0 0 0
"Fam188b" 25 53 29 55 25 23
"Aqp1" 3 3 0 0 0 0
"Ghrhr" 1 5 0 3 0 0
"6430584L05Rik" 1 4 0 1 0 0
"Adcyap1r1" 63 182 113 165 73 105
"Neurod6" 1 6 0 2 2 1
"Gm3279" 1 0 0 0 0 0
"Ccdc129" 0 4 0 2 0 1
"Ppp1r17" 11 37 15 48 26 28
"Pde1c" 7 16 1 12 14 15
"Lsm5" 280 351 115 220 55 50
"Avl9" 306 543 298 1080 412 413
"Kbtbd2" 316 487 203 670 290 277
"Fkbp9" 1523 3063 1633 1601 592 693
"Nt5c3" 101 219 126 185 87 93
"Vmn1r4" 0 0 0 2 0 0
"Vmn1r5" 0 0 0 0 0 0
"Vmn1r6" 0 0 0 0 0 0
"Vmn1r7" 0 0 0 0 0 0
"Vmn1r8" 0 0 0 0 0 0
"Vmn1r9" 0 0 0 0 0 0
"Vmn1r10" 0 0 0 0 0 0
"Vmn1r11" 0 0 0 0 0 0
"Vmn1r12" 0 0 0 0 0 0
"Vmn1r13" 0 0 0 0 0 0
"Vmn1r14" 0 1 0 0 0 0
"Vmn1r15" 0 0 1 0 0 0
"Vmn1r16" 0 0 0 0 0 0
"Vmn1r17" 0 0 0 0 0 0
"Vmn1r18" 0 0 0 0 0 0
"Vmn1r19" 0 0 0 0 0 0
"Vmn1r20" 0 0 0 0 0 0
"Ppm1k" 76 140 69 93 45 43
"Herc6" 9 12 15 6 14 6
"Pyurf" 61 95 37 92 45 45
"Lancl2" 214 227 79 318 104 99
"Vopp1" 18 28 15 27 5 6
"Vmn1r21" 0 0 0 0 0 0
"Vmn1r22" 0 1 0 0 0 0
"Vmn1r23" 0 0 0 0 0 0
"Vmn1r24" 0 0 0 0 0 0
"Vmn1r25" 0 0 0 0 0 0
"Vmn1r26" 0 0 0 0 0 0
"Vmn1r27" 0 0 0 0 0 0
"Vmn1r28" 0 0 0 0 0 0
"Vmn1r29" 1 0 4 0 0 1
"Vmn1r30" 0 0 0 0 0 1
"Vmn1r31" 0 0 0 0 0 0
"Abcg2" 611 1281 780 1726 712 787
"Herc3" 117 218 107 257 113 111
"Nap1l5" 8 12 4 18 16 6
"Fam13a" 13 17 3 14 2 2
"Tigd2" 136 209 93 189 64 62
"Gprin3" 0 5 0 0 0 1
"A530053G22Rik" 0 0 0 0 3 0
"Snca" 11 10 1 10 2 9
"Mmrn1" 0 9 1 0 2 1
"A730020E08Rik" 10 18 14 11 10 12
"Ccser1" 4 12 2 13 7 9
"Grid2" 6 19 6 0 0 1
"Atoh1" 2 1 0 7 2 1
"Smarcad1" 3218 4655 2231 7589 2966 3040
"Hpgds" 135 278 171 514 234 278
"C130060K24Rik" 3 0 2 3 3 1
"Tnip3" 2 2 1 1 2 0
"Ndnf" 14 39 19 30 9 8
"Prdm5" 501 785 372 537 227 271
"4930544G11Rik" 0 6 2 2 2 5
"Mad2l1" 504 599 280 675 211 245
"Vmn1r32" 11 12 8 23 19 15
"Vmn1r33" 2 5 6 8 5 8
"Vmn1r34" 4 8 5 12 5 7
"Vmn1r35" 0 0 0 0 0 0
"Vmn1r36" 0 0 0 0 0 0
"Vmn1r37" 0 0 0 0 0 0
"Vmn1r38" 0 0 0 0 1 0
"Vmn1r39" 1 0 0 0 0 0
"Gng12" 74 113 72 138 55 46
"Gadd45a" 427 417 185 904 293 303
"E230016M11Rik" 15 11 15 47 26 29
"Serbp1" 17350 19567 7798 26826 9081 9520
"Il12rb2" 50 93 50 210 91 127
"Il23r" 2 8 5 2 2 1
"Tacstd2" 8 15 16 3 1 3
"4930515G16Rik" 0 1 0 0 0 1
"Rprl1" 1 1 0 0 0 0
"Rpia" 59 94 51 120 35 46
"Eif2ak3" 476 1068 660 1814 724 816
"Tex37" 0 3 0 0 0 0
"Foxi3" 88 91 21 43 12 7
"Thnsl2" 13 22 5 15 8 7
"Fabp1" 0 0 0 0 0 0
"Smyd1" 52 109 42 91 39 39
"Mir8112" 0 1 0 2 1 2
"Krcc1" 228 304 97 481 182 241
"Cd8b1" 4 9 13 17 9 5
"Cd8a" 13 33 24 36 15 22
"Rmnd5a" 1212 1688 722 2183 891 955
"Rnf103" 25 57 35 95 61 71
"Chmp3" 703 729 296 910 297 305
"Kdm3a" 2551 3687 1714 6518 2420 2770
"Reep1" 86 169 91 245 105 102
"Mrpl35" 596 883 393 827 368 404
"Immt" 2667 3752 1646 4288 1565 1831
"Ptcd3" 1394 2078 991 2225 780 883
"Polr1a" 3054 4180 1975 6730 2551 2740
"9130221F21Rik" 33 67 37 76 33 57
"St3gal5" 140 259 135 181 67 71
"4933431G14Rik" 3 22 6 8 6 9
"Atoh8" 3 4 1 7 5 3
"Sftpb" 22 42 26 49 23 32
"Usp39" 766 912 351 700 193 206
"0610030E20Rik" 265 416 184 682 317 313
"Tmem150a" 58 98 50 166 53 98
"Rnf181" 254 244 111 426 132 163
"Vamp5" 14 32 20 45 19 12
"Vamp8" 17 16 8 24 7 9
"Ggcx" 179 413 242 581 257 313
"Mat2a" 2619 3645 1691 5294 1836 1919
"Particl" 169 298 172 456 201 204
"Capg" 75 96 33 73 26 24
"Elmod3" 69 94 37 97 37 51
"Retsat" 120 256 147 289 91 152
"Tgoln1" 170 383 256 507 254 259
"Tgoln2" 0 0 0 0 0 0
"Tcf7l1" 1780 2477 1120 2606 892 1063
"Gm15401" 105 236 101 240 101 143
"Kcmf1" 982 1387 601 1415 493 554
"Tmsb10" 1746 1558 462 1447 277 342
"Dnah6" 95 133 46 382 154 156
"Suclg1" 457 512 216 452 130 143
"1700065L07Rik" 0 0 0 0 0 0
"4931417E11Rik" 0 0 0 0 0 0
"Ctnna2" 10 14 3 3 1 0
"Lrrtm1" 0 2 1 0 4 0
"6330415B21Rik" 36 87 41 98 52 61
"Reg3b" 0 0 0 0 0 0
"Reg3d" 0 0 0 0 0 0
"Reg3a" 0 0 0 0 0 0
"Reg2" 0 0 0 0 0 0
"Reg1" 0 0 0 2 0 0
"Reg3g" 0 1 0 0 0 0
"Gm20362" 274 550 307 844 396 383
"Gm20594" 7993 14568 5317 11267 4691 3718
"Lrrtm4" 0 6 0 0 1 0
"Mir7232" 1 0 0 0 0 0
"Mir468" 0 0 0 0 0 0
"1700009C05Rik" 0 0 0 0 0 0
"Gcfc2" 218 396 213 546 211 230
"Mrpl19" 316 504 247 579 209 239
"Eva1a" 10 24 4 21 4 10
"Tacr1" 75 158 99 219 108 101
"Pole4" 378 461 166 483 155 191
"Hk2" 3882 4725 2063 6111 1936 2197
"2310069B03Rik" 3 4 0 1 0 2
"Sema4f" 66 116 48 90 44 54
"M1ap" 20 42 16 33 13 20
"Dok1" 15 38 10 13 2 2
"Loxl3" 18 27 18 23 11 6
"Mir7040" 0 0 0 0 0 0
"Htra2" 90 183 78 205 77 95
"Aup1" 433 794 416 993 396 385
"Dqx1" 77 137 80 191 90 99
"Tlx2" 1 2 2 5 1 0
"Pcgf1" 34 29 23 57 22 18
"Lbx2" 2 4 1 2 1 2
"Ccdc142" 29 54 22 64 25 25
"Mrpl53" 78 94 21 95 40 26
"Mogs" 292 628 342 840 330 436
"Wbp1" 92 158 43 163 46 69
"Ino80b" 132 163 51 230 53 51
"Rtkn" 173 197 100 60 23 21
"Wdr54" 5 25 8 23 5 9
"1700003E16Rik" 7 12 7 20 6 2
"Dctn1" 1229 1728 766 2396 820 941
"Slc4a5" 269 609 333 499 201 210
"Mthfd2" 857 894 294 1513 543 534
"Mob1a" 222 333 160 440 166 168
"Bola3" 128 145 52 105 20 45
"Tet3" 452 700 329 866 305 351
"Mir6374" 3 0 2 3 0 0
"B230319C09Rik" 7 21 12 13 2 12
"Dguok" 38 50 28 80 20 28
"Actg2" 4 6 2 6 2 1
"Stambp" 33 32 31 80 47 35
"Gm21284" 25 42 33 50 30 20
"Clec4f" 2 5 0 0 2 0
"Cd207" 0 0 2 1 0 3
"Vax2os" 1 9 1 25 10 5
"Vax2" 9 18 8 27 13 11
"Atp6v1b1" 1 2 1 3 1 2
"1700124L16Rik" 1 4 2 1 5 2
"Ankrd53" 11 24 9 21 8 15
"Tex261" 146 240 152 339 70 127
"Nagk" 44 60 25 171 47 79
"Paip2b" 674 805 289 1010 312 394
"Zfp638" 3043 4854 2462 8778 3642 3898
"Dysf" 148 217 104 417 136 147
"Gm10445" 0 1 1 0 0 0
"Cyp26b1" 6 9 1 4 3 2
"Exoc6b" 508 757 369 1287 439 527
"Npm3-ps1" 9 12 5 11 5 2
"Gm5878" 16 44 9 29 4 18
"Spr" 262 215 92 198 51 67
"Emx1" 3 5 0 0 2 3
"Sfxn5" 30 58 25 165 72 102
"Rab11fip5" 129 225 103 460 185 194
"Mir705" 0 0 0 0 0 0
"Noto" 2 1 0 6 3 1
"Smyd5" 855 1066 425 1258 348 466
"Pradc1" 83 100 47 144 42 41
"Cct7" 4618 4750 1733 4728 1214 1418
"Fbxo41" 44 68 24 65 31 35
"Egr4" 4 17 8 22 20 9
"Alms1" 1695 2985 1645 4735 1894 2153
"Gm4477" 0 0 0 0 0 0
"Cml3" 0 1 2 1 1 0
"Mir6375" 0 3 1 0 0 0
"Alms1-ps2" 4 6 2 6 3 5
"Gm11128" 4 9 1 9 3 3
"Cml5" 1 2 0 0 0 0
"Nat8" 0 1 0 0 0 1
"Cml2" 5 15 4 11 6 10
"1700019G17Rik" 26 57 34 62 20 33
"Cml1" 2 2 4 10 2 1
"Tprkb" 178 208 83 287 95 87
"Dusp11" 643 994 463 1446 502 502
"Figla" 1 1 0 3 0 0
"Add2" 10 13 2 4 3 1
"Tgfa" 21 50 30 19 13 10
"Fam136a" 1039 1026 309 917 229 254
"Snrpg" 300 332 94 237 50 63
"Pcyox1" 294 725 436 765 342 422
"Tia1" 372 689 331 1267 587 573
"C87436" 128 189 69 292 122 105
"A430078I02Rik" 5 25 7 10 8 4
"2310040G24Rik" 13 8 7 22 3 8
"Pcbp1" 2553 2869 1016 3241 995 1084
"1600020E01Rik" 65 132 63 161 62 55
"Asprv1" 6 10 4 7 0 2
"Mxd1" 77 135 63 276 104 131
"Snrnp27" 391 448 162 671 197 217
"Gmcl1" 250 330 149 427 157 185
"Anxa4" 63 91 32 85 37 33
"2610306M01Rik" 7 5 2 13 6 3
"Aak1" 972 1674 977 2115 868 975
"Nfu1" 508 611 298 866 268 257
"Gfpt1" 367 552 300 702 285 269
"D6Ertd527e" 3 11 4 17 2 5
"Antxr1" 54 93 62 128 64 72
"Gkn1" 0 0 1 4 1 0
"Gkn2" 0 3 0 1 0 1
"Gkn3" 0 1 0 1 0 0
"Bmp10" 1 2 1 1 0 0
"Arhgap25" 3 20 3 3 5 4
"Prokr1" 1 10 2 2 5 3
"Aplf" 405 818 366 1169 483 534
"1810020O05Rik" 4 3 0 13 11 8
"Efcc1" 103 177 106 257 133 145
"Gp9" 0 0 1 0 0 1
"Rab43" 45 68 37 85 25 37
"Isy1" 492 642 234 515 150 179
"Cnbp" 4071 4515 1747 4620 1399 1456
"Copg1" 964 1325 595 1735 525 692
"Hmces" 910 1178 491 2729 888 859
"H1fx" 290 321 94 358 100 129
"Gm5577" 19 70 47 99 48 49
"Rab7" 1273 1374 583 1592 517 588
"Rpn1" 2206 4911 2828 6970 2734 3050
"Mir6376" 0 0 0 0 0 0
"Gata2" 42 72 23 21 7 9
"Dnajb8" 1 1 0 0 1 0
"Eefsec" 210 331 113 401 154 182
"Ruvbl1" 1555 1669 647 1409 397 426
"Sec61a1" 1412 2920 1606 3216 1060 1275
"Kbtbd12" 0 1 1 3 1 1
"Mgll" 6 10 12 12 8 4
"Abtb1" 211 293 104 627 247 248
"Podxl2" 11 26 10 31 7 13
"Gm15612" 3 5 1 11 4 6
"Mcm2" 3386 3839 1478 5042 1505 1846
"Tpra1" 91 160 124 237 87 119
"4933427D06Rik" 30 31 11 61 21 32
"Gm1965" 0 4 5 1 0 3
"Gm839" 2 4 2 2 1 1
"4930512J16Rik" 8 28 8 216 96 102
"Plxna1" 2956 6282 3430 7382 3050 3396
"Chchd6" 61 84 41 59 39 26
"Txnrd3" 80 110 37 189 77 86
"Vmn1r40" 0 0 0 0 0 0
"Vmn1r41" 0 0 0 0 0 0
"Vmn1r42" 0 0 0 0 0 1
"Vmn1r43" 0 0 0 0 0 0
"Vmn1r44" 0 0 0 0 0 0
"Vmn1r45" 4 12 8 21 10 11
"Vmn1r46" 0 0 1 0 0 0
"Vmn1r47" 35 44 21 29 21 12
"Vmn1r48" 3 5 1 12 1 2
"Vmn1r49" 0 0 0 0 0 0
"Vmn1r50" 0 1 0 0 0 0
"Vmn1r51" 2 3 1 8 9 0
"Vmn1r52" 2 4 2 12 1 0
"V1ra8" 2 0 4 9 10 5
"Vmn1r53" 7 18 9 25 10 12
"Vmn1r54" 0 1 0 0 0 0
"BC048671" 1 3 0 1 0 0
"Chst13" 1 7 0 5 2 0
"Uroc1" 0 3 1 1 1 1
"Zxdc" 199 319 150 557 249 209
"Ccdc37" 16 34 19 33 28 21
"Klf15" 88 120 51 423 168 180
"Aldh1l1" 33 39 28 40 20 26
"Slc41a3" 35 99 61 125 53 79
"Iqsec1" 565 950 472 722 245 343
"Nup210" 856 1919 1014 2731 1049 1370
"Hdac11" 24 32 16 54 20 27
"Fbln2" 39 67 28 73 34 37
"Wnt7a" 4 16 4 0 0 3
"4930471M09Rik" 5 4 0 2 0 0
"1810044D09Rik" 3 4 3 2 1 3
"Chchd4" 332 374 122 264 60 90
"Tmem43" 301 647 381 329 119 154
"Xpc" 382 504 230 699 239 290
"Lsm3" 500 622 198 478 110 129
"Slc6a6" 2093 4395 2624 4582 1810 2007
"Grip2" 32 76 38 54 21 44
"Ccdc174" 263 326 131 544 216 221
"4930590J08Rik" 9 17 10 26 11 15
"Fgd5" 203 350 136 357 116 170
"Nr2c2" 584 1040 569 1771 718 798
"Mrps25" 473 586 307 760 219 235
"Rbsn" 440 585 250 891 344 360
"Trh" 3053 6476 3458 6991 2644 3430
"Prickle2" 50 68 26 100 23 48
"Adamts9" 273 547 298 1500 553 537
"9530026P05Rik" 1 2 0 7 3 2
"Magi1" 595 1059 518 1795 787 900
"4930511A08Rik" 12 29 17 42 14 27
"Slc25a26" 72 111 57 171 60 63
"Lrig1" 241 477 294 686 287 341
"Mir7041" 0 1 0 1 0 0
"Mir1957a" 0 0 0 0 0 0
"4930511E03Rik" 0 0 0 0 0 0
"Kbtbd8" 489 689 319 626 226 216
"AY512915" 0 2 1 6 5 0
"Suclg2" 712 968 371 1117 379 426
"Fam19a1" 5 2 2 1 3 2
"1700123L14Rik" 1 3 0 3 0 1
"Fam19a4" 15 20 6 35 6 14
"Eogt" 69 127 82 105 37 61
"Tmf1" 919 1457 707 1763 715 750
"Uba3" 494 760 365 870 310 358
"Arl6ip5" 238 439 212 366 152 155
"Lmod3" 2 5 0 2 2 0
"Frmd4b" 105 134 60 99 15 30
"Mitf" 173 218 132 717 300 321
"Gm765" 0 0 0 0 0 0
"Foxp1" 2759 4445 2157 4268 1799 1933
"Eif4e3" 75 151 83 176 100 107
"Gpr27" 4 5 2 8 6 7
"Prok2" 1 1 1 6 1 1
"Rybp" 1650 2472 987 2990 1070 1206
"1700049E22Rik" 1 2 1 0 1 0
"Shq1" 165 208 120 301 110 108
"Gxylt2" 5 11 2 14 2 7
"Ppp4r2" 1676 1999 857 2704 903 1012
"Pdzrn3" 25 31 19 14 1 6
"Gm9871" 3 2 0 1 0 0
"Cntn3" 15 41 23 39 18 38
"4930587E11Rik" 0 0 0 0 0 0
"Mir6373" 0 0 0 0 0 0
"Chl1" 16 59 18 57 28 19
"Cntn6" 1 0 2 0 0 0
"Gm19757" 337 769 406 904 441 494
"Cntn4" 4 5 1 1 0 0
"Il5ra" 122 331 175 282 143 189
"Trnt1" 432 502 192 560 181 185
"Crbn" 284 479 199 754 284 269
"Lrrn1" 17 33 12 57 37 24
"Setmar" 39 44 18 50 22 32
"Sumf1" 167 449 222 650 244 283
"Itpr1" 1324 2580 1512 2720 1075 1413
"Mir7661" 0 3 0 0 0 0
"0610040F04Rik" 17 23 18 93 32 34
"Bhlhe40" 151 215 98 220 68 100
"Arl8b" 692 1113 586 1674 704 726
"Edem1" 431 708 421 824 328 400
"Grm7" 2 0 2 3 0 1
"1700054K19Rik" 0 0 0 2 0 0
"Lmcd1" 5 5 0 5 1 2
"5031434C07Rik" 2 0 0 1 0 5
"Ssu2" 1 6 0 2 0 0
"Cav3" 0 2 0 1 0 0
"Oxtr" 5 14 0 10 0 0
"Rad18" 413 602 298 991 390 489
"Srgap3" 408 671 343 979 458 602
"Thumpd3" 453 612 311 818 292 297
"Gt(ROSA)26Sor" 39 75 38 96 41 42
"Setd5" 3960 5952 2924 8273 3434 3870
"Lhfpl4" 49 95 49 139 64 75
"Mtmr14" 469 588 302 966 290 388
"Cpne9" 81 129 74 136 83 91
"Brpf1" 1056 1428 649 1992 673 870
"Ogg1" 39 69 30 104 38 54
"Camk1" 45 47 36 73 32 49
"Tada3" 358 463 174 514 154 199
"Arpc4" 864 1212 446 897 274 325
"Ttll3" 39 98 59 136 39 70
"Rpusd3" 77 126 48 111 34 44
"Cidec" 1 3 2 4 0 1
"Jagn1" 160 310 195 330 130 127
"Il17re" 16 22 12 16 8 5
"Il17rc" 20 42 26 40 10 20
"Creld1" 133 210 112 163 64 90
"Prrt3" 95 186 90 153 63 84
"Emc3" 199 495 234 557 214 228
"Fancd2" 713 1046 519 1603 675 667
"Fancd2os" 25 43 32 56 15 26
"Brk1" 186 220 90 181 84 73
"Vhl" 94 113 35 115 41 37
"Irak2" 97 198 109 173 82 109
"Tatdn2" 679 934 366 1061 382 403
"Mir7042" 2 5 3 6 1 0
"Ghrl" 15 25 19 54 33 22
"Sec13" 404 462 209 472 153 166
"Atp2b2" 30 70 26 171 84 95
"Slc6a11" 7 14 6 5 0 4
"Slc6a1" 97 162 76 1172 476 557
"Hrh1" 8 31 14 25 16 10
"Atg7" 114 161 72 219 64 73
"Vgll4" 18 28 14 30 6 28
"Tamm41" 217 282 126 295 112 131
"Syn2" 5 13 1 2 0 2
"Timp4" 7 14 4 2 4 0
"Pparg" 4 5 0 1 0 0
"Tsen2" 211 323 114 296 134 132
"Mkrn2os" 7 16 8 27 14 15
"Mkrn2" 257 349 132 404 167 167
"Raf1" 1005 1572 805 2073 743 806
"Tmem40" 62 82 22 58 25 22
"Cand2" 417 666 309 775 272 378
"Mir7660" 1 0 3 1 0 0
"Rpl32" 2095 2077 618 2515 623 707
"Snora7a" 126 246 118 349 119 173
"Efcab12" 27 66 28 75 25 28
"Mbd4" 303 599 294 721 333 342
"Ift122" 112 176 70 259 137 117
"Rho" 0 6 0 8 0 3
"H1foo" 0 1 0 1 0 0
"Plxnd1" 36 77 30 42 12 23
"Tmcc1" 156 276 146 448 203 232
"9530062K07Rik" 3 10 7 17 3 12
"Fam21" 1303 2315 1250 4610 1822 2212
"Zfand4" 9 17 12 35 8 10
"March8" 188 276 135 537 227 259
"Alox5" 28 60 31 62 16 27
"Olfr211" 0 2 0 0 0 0
"Olfr212" 4 1 0 0 0 2
"Olfr213" 0 0 0 0 0 0
"Olfr214" 2 1 0 1 0 1
"Olfr215" 0 0 0 0 0 0
"Zfp422" 132 175 80 284 96 100
"Rassf4" 40 48 9 25 12 6
"Mir7043" 0 0 0 0 0 0
"8430408G22Rik" 4 9 1 1 0 1
"Tmem72" 0 4 2 9 6 4
"Cxcl12" 29 74 22 35 12 15
"1700030F04Rik" 5 15 15 15 9 10
"Zfp637" 29 30 4 24 6 6
"Zfp239" 100 131 42 189 57 73
"Hnrnpf" 9316 9800 3879 12860 3982 4191
"Fxyd4" 20 39 31 19 12 13
"Rasgef1a" 20 27 16 18 9 8
"Mir7044" 0 0 0 0 0 0
"Csgalnact2" 93 138 70 278 104 113
"Ret" 32 75 29 98 22 30
"1700069P05Rik" 0 2 0 0 0 0
"Gm30498" 1 1 0 0 0 0
"Bms1" 3627 4412 1917 4369 1438 1613
"Zfp248" 197 422 188 440 214 219
"Zfp9" 106 164 112 222 106 130
"Ankrd26" 589 984 468 1357 508 658
"Cacna1c" 13 30 12 47 25 16
"4931430N09Rik" 1 0 0 1 0 1
"Dcp1b" 67 134 64 290 108 114
"Cacna2d4" 5 20 7 38 16 11
"Lrtm2" 15 47 15 12 3 8
"Adipor2" 846 1518 850 2298 916 988
"Wnt5b" 9 17 5 26 6 10
"Fbxl14" 370 434 208 677 209 236
"Erc1" 1470 2310 1068 3108 1203 1434
"3110021A11Rik" 0 3 5 18 8 3
"Rad52" 169 255 101 314 106 126
"Wnk1" 6563 9861 4934 18833 7619 8436
"Mir706" 1 1 0 1 1 1
"Ninj2" 3 4 4 6 5 1
"B4galnt3" 526 1046 500 1125 435 484
"Ccdc77" 469 632 301 924 316 406
"Kdm5a" 1639 2890 1451 4738 1830 2100
"Il17ra" 127 254 164 359 143 176
"Cecr6" 1 5 4 7 2 0
"Cecr5" 126 177 88 228 56 74
"1700072O05Rik" 0 0 0 0 0 0
"Cecr2" 2445 3711 1625 5170 1993 2289
"Slc25a18" 53 112 55 143 68 64
"Atp6v1e1" 494 569 193 641 216 256
"Bcl2l13" 565 654 381 997 344 401
"Bid" 184 274 103 311 119 131
"Mical3" 865 1354 614 1953 721 900
"Pex26" 84 104 51 145 42 59
"Tuba8" 3 7 1 2 2 5
"Usp18" 5 3 2 4 2 0
"Slc6a13" 3 6 2 3 0 1
"Slc6a12" 1 7 2 7 2 4
"Iqsec3" 34 92 50 69 50 50
"A2m" 50 130 75 286 117 158
"Mug1" 0 6 0 2 0 0
"Mug2" 0 0 0 1 0 0
"Gm10319" 0 0 0 0 0 0
"Mug-ps1" 2 4 0 2 0 0
"Klrg1" 3 0 0 1 0 0
"M6pr" 1279 2649 1496 4575 1728 1898
"Phc1" 10554 15207 6786 20442 7336 8108
"Rimklb" 400 638 315 1295 435 622
"Mfap5" 15 20 7 7 1 2
"Aicda" 5 2 2 1 1 0
"Apobec1" 74 158 60 104 58 73
"Gdf3" 511 1109 674 1798 710 771
"Dppa3" 41 58 35 6 1 6
"Nanog" 1621 2044 965 2529 777 988
"Slc2a3" 6272 15114 9075 18114 8273 11002
"Foxj2" 85 117 74 135 43 64
"Mir7231" 0 1 0 0 0 0
"C3ar1" 58 104 69 229 130 112
"Necap1" 351 470 197 451 196 202
"Clec4a1" 1 2 0 0 0 0
"Clec4a3" 0 0 0 1 0 1
"Clec4a4" 1 2 0 1 0 0
"Clec4b1" 0 2 0 0 0 0
"Clec4a2" 13 48 22 52 29 32
"Clec4b2" 1 0 0 1 0 0
"Clec4n" 1 0 1 0 0 0
"Clec4d" 1 0 0 0 0 0
"Clec4e" 1 1 0 1 0 1
"Vmn2r19" 0 0 1 1 0 0
"Vmn2r20" 1 0 0 0 0 0
"Vmn2r21" 0 0 0 0 0 0
"Vmn2r22" 0 0 0 0 0 0
"Vmn2r23" 4 3 0 0 0 0
"Vmn2r24" 0 1 0 1 0 0
"Vmn2r25" 0 2 0 1 0 0
"Vmn2r26" 0 1 0 0 0 0
"Vmn2r27" 1 3 0 18 7 2
"Cd163" 135 305 180 354 214 208
"1700013D24Rik" 0 0 0 0 0 0
"1700027F06Rik" 0 1 0 0 0 0
"Pex5" 310 360 152 451 143 164
"Clstn3" 394 697 350 369 145 128
"C1rl" 34 53 40 96 47 54
"C1ra" 3 7 2 3 2 1
"C1s1" 46 89 38 48 26 52
"C1rb" 2 1 1 0 0 0
"C1s2" 5 6 12 4 1 3
"Lpcat3" 235 558 321 702 290 361
"Emg1" 487 585 240 567 206 223
"Phb2" 1758 2133 859 2018 567 705
"Mir141" 0 0 0 1 0 0
"Mir200c" 0 0 0 1 0 0
"Ptpn6" 188 255 104 262 105 96
"Grcc10" 134 242 67 296 91 104
"Atn1" 813 1455 721 1812 778 1012
"Eno2" 40 54 56 76 43 52
"Lrrc23" 1 4 2 5 2 3
"Spsb2" 67 106 50 63 13 23
"Tpi1" 1101 1054 348 626 157 161
"Usp5" 1134 1406 523 1688 538 624
"Cdca3" 696 891 385 925 255 326
"Gnb3" 5 11 8 24 7 9
"P3h3" 197 448 283 437 211 238
"Gpr162" 24 46 18 44 21 29
"Cd4" 4 14 2 10 5 5
"Lag3" 37 93 48 117 40 58
"Ptms" 1289 1381 535 1780 571 697
"Mlf2" 1491 1614 567 1461 417 519
"Cops7a" 927 1157 449 1705 555 558
"Pianp" 74 119 52 150 48 46
"Zfp384" 625 951 494 1392 513 621
"4930557K07Rik" 2 9 2 9 3 3
"Ing4" 131 204 111 408 177 163
"Acrbp" 87 133 62 261 101 96
"Lpar5" 22 49 23 50 22 25
"Chd4" 11242 15781 7201 15135 5254 6370
"Mir7045" 1 0 0 0 0 0
"Nop2" 1775 2439 1097 2021 585 626
"Iffo1" 117 227 120 280 112 116
