"Input1" "Input2" "Input3" "Input4" "Input5" "Input6"
"Cntnap5b" 1 1 1 0 0 0
"Gm20268" 0 0 0 0 0 0
"Cdh20" 20 36 29 42 20 33
"Rnf152" 68 136 67 165 98 96
"Pign" 247 500 285 943 466 532
"2310035C23Rik" 464 736 410 1419 639 702
"Tnfrsf11a" 61 126 71 157 88 104
"Zcchc2" 486 747 338 862 324 410
"Gm20753" 180 348 193 296 156 203
"Phlpp1" 181 236 128 514 201 199
"Bcl2" 30 72 33 49 28 37
"Mir3473f" 27 57 32 61 23 33
"Kdsr" 398 867 508 1490 623 726
"Vps4b" 740 934 390 1109 407 451
"Serpinb5" 4 3 1 5 4 0
"Serpinb12" 0 2 0 1 0 0
"Serpinb13" 0 2 0 1 1 0
"Serpinb3a" 0 0 0 0 0 0
"Serpinb3d" 0 1 0 0 0 0
"Serpinb3b" 0 0 0 0 0 0
"Serpinb3c" 2 0 0 2 0 0
"Serpinb11" 1 3 0 0 0 0
"Serpinb7" 1 1 0 0 0 0
"Serpinb2" 1 0 0 0 0 0
"Serpinb10" 1 1 0 2 0 0
"Serpinb8" 34 73 35 74 45 49
"D830032E09Rik" 0 1 1 2 0 1
"Cdh7" 0 0 1 0 0 1
"Cdh19" 0 1 2 0 0 2
"Dsel" 63 135 67 96 36 50
"Cntnap5a" 4 5 0 5 0 1
"Tsn" 821 946 403 1124 379 385
"Nifk" 953 916 334 857 229 255
"Clasp1" 1073 1453 689 1799 718 881
"2900060B14Rik" 9 14 11 10 7 10
"Tfcp2l1" 1995 2952 1480 7104 2754 3505
"Gli2" 1181 1602 723 3306 1387 1568
"Mir6346" 4 4 6 19 5 10
"Inhbb" 375 639 384 2575 1032 1148
"Ralb" 228 263 70 217 62 93
"Tmem185b" 94 187 104 338 127 160
"3830432H09Rik" 6 16 5 19 5 7
"Epb4.1l5" 409 784 438 1275 543 668
"Ptpn4" 507 1052 592 1594 617 771
"Tmem177" 59 94 46 122 33 63
"Cfap221" 2 3 4 1 0 1
"Sctr" 0 2 0 0 0 0
"Tmem37" 12 26 19 13 5 10
"Dbi" 212 297 125 138 37 38
"3110009E18Rik" 11 21 12 16 3 12
"Steap3" 266 664 381 522 190 248
"C1ql2" 1 3 0 2 0 1
"Marco" 0 2 0 0 0 0
"En1" 22 40 13 31 7 6
"Celrr" 1 1 0 0 1 0
"Insig2" 75 164 86 265 116 120
"Ccdc93" 268 356 186 508 187 183
"Htr5b" 1 8 5 0 0 2
"Ddx18" 1986 2303 923 2096 732 747
"Dpp10" 0 5 0 1 0 0
"Actr3" 2111 2405 1034 2459 766 847
"Slc35f5" 65 166 86 248 113 133
"Gpr39" 1 2 1 1 0 1
"Lypd1" 1 0 0 4 0 0
"Nckap5" 37 89 29 78 33 39
"Mgat5" 168 385 222 343 159 190
"Tmem163" 10 14 6 6 1 2
"Acmsd" 25 46 43 93 54 35
"2900009J06Rik" 1 0 0 0 0 0
"Ccnt2" 1338 2260 1310 3747 1376 1529
"Map3k19" 2 8 3 2 0 0
"Rab3gap1" 633 980 457 1551 612 613
"Zranb3" 401 604 289 1495 597 699
"R3hdm1" 2267 4078 2229 5194 2160 2336
"Mir128-1" 0 0 0 2 0 0
"Ubxn4" 1175 1752 858 2229 862 1006
"Lct" 7 17 5 10 6 10
"Mcm6" 3008 3253 1284 4499 1438 1723
"Dars" 1070 1208 435 1602 491 592
"Cxcr4" 6 22 8 16 11 13
"Thsd7b" 8 10 3 22 4 5
"Cd55b" 0 0 2 1 1 0
"Cd55" 81 173 79 159 78 71
"Zp3r" 0 1 3 0 0 0
"C4bp" 2 1 0 1 0 1
"C4bp-ps1" 0 1 0 6 4 3
"Pfkfb2" 272 545 270 907 417 491
"Yod1" 50 82 43 126 44 57
"AA986860" 11 18 3 22 6 4
"Fcamr" 0 2 0 1 0 0
"Pigr" 78 154 89 128 77 88
"Fcmr" 0 1 0 2 0 0
"Il24" 0 1 1 0 0 0
"Il20" 0 0 0 0 0 0
"Il19" 3 2 0 0 0 0
"Il10" 3 0 0 0 1 0
"Mapkapk2" 276 286 154 372 117 110
"Dyrk3" 322 375 187 339 128 114
"Eif2d" 742 996 486 1132 386 426
"Rassf5" 76 164 93 217 134 128
"Ikbke" 16 37 23 25 6 7
"Srgap2" 1378 2170 1073 1687 656 818
"Fam72a" 48 72 25 48 8 24
"Avpr1b" 5 7 3 5 1 2
"Ctse" 3 5 3 3 0 0
"Rab7b" 3 12 2 5 1 0
"Slc26a9" 11 23 9 12 2 3
"Pm20d1" 59 155 76 127 47 62
"Slc41a1" 261 479 235 736 220 321
"Rab29" 21 47 17 77 22 46
"Nucks1" 6973 10689 4830 15848 6433 6480
"Slc45a3" 12 38 35 48 19 11
"Elk4" 242 438 230 669 261 312
"Mfsd4" 122 293 172 403 163 188
"Cdk18" 136 199 94 101 29 47
"Lemd1" 7 13 6 3 5 3
"Mir135b" 0 1 0 1 0 0
"Klhdc8a" 3 6 4 3 1 1
"Nuak2" 56 74 20 86 28 65
"Tmcc2" 58 106 40 119 51 75
"Dstyk" 107 240 115 438 182 230
"Rbbp5" 760 1159 561 1835 616 751
"Tmem81" 33 62 48 126 35 45
"Cntn2" 102 182 120 181 74 101
"Nfasc" 244 517 266 529 254 335
"Gm10538" 27 66 30 35 19 29
"Lrrn2" 39 71 29 330 89 118
"Mdm4" 4761 7950 4380 8992 3777 4153
"Pik3c2b" 226 364 167 417 174 206
"Ppp1r15b" 1700 3408 1861 6443 2852 2947
"Plekha6" 134 214 104 166 72 99
"Gm19461" 11 19 13 11 13 7
"Golt1a" 0 6 2 0 2 1
"Kiss1" 1 0 0 1 0 1
"Ren2" 0 0 0 0 0 0
"Ren1" 0 0 0 0 0 0
"Etnk2" 33 38 24 48 23 36
"Sox13" 441 654 307 509 183 212
"Snrpe" 649 769 324 677 205 190
"Zc3h11a" 2538 3797 1901 5127 2004 2231
"Zbed6" 1829 3798 2107 5044 2124 2620
"Lax1" 15 43 22 34 16 23
"Atp2b4" 317 766 398 764 325 431
"Mir6903" 0 0 1 0 0 0
"Optc" 2 4 6 1 5 2
"Prelp" 4 16 1 3 3 1
"Fmod" 3 1 0 1 0 0
"Btg2" 213 309 114 145 34 51
"Chit1" 0 11 0 4 1 0
"Chil1" 3 7 0 5 2 3
"Mybph" 0 4 3 4 1 0
"Adora1" 7 23 3 4 2 3
"Myog" 4 8 5 15 1 8
"Ppfia4" 779 1517 786 2833 1214 1608
"Tmem183a" 730 1056 413 1046 324 393
"4933406M09Rik" 2 2 3 18 10 6
"Cyb5r1" 1810 3660 2139 2396 941 1009
"Adipor1" 1162 1488 659 1711 582 579
"Klhl12" 473 581 253 1008 388 389
"Rabif" 221 279 104 288 111 121
"Mgat4e" 19 53 17 20 7 2
"Kdm5b" 6807 9824 4719 16447 6136 7298
"Syt2" 27 54 23 66 39 39
"Ppp1r12b" 371 665 409 1059 497 579
"Ube2t" 89 86 46 173 60 54
"Lgr6" 21 40 25 49 11 14
"Ptprv" 307 596 288 163 50 53
"Ptpn7" 63 94 63 87 44 47
"Arl8a" 260 386 180 369 149 171
"Gpr37l1" 3 4 2 3 1 4
"Elf3" 253 318 91 202 53 78
"Rnpep" 122 164 73 105 44 51
"Timm17a" 350 440 186 360 113 111
"Lmod1" 24 30 27 20 6 5
"Shisa4" 10 18 4 9 2 2
"Ipo9" 1541 2112 1015 3167 1169 1245
"Nav1" 875 1484 794 1588 560 749
"Mir1231" 0 0 0 0 0 0
"Csrp1" 204 269 136 175 63 66
"Phlda3" 229 236 80 133 34 38
"Tnni1" 5 3 3 1 0 0
"Lad1" 181 232 107 315 76 90
"Tnnt2" 19 17 1 16 5 3
"Pkp1" 5 9 0 3 1 2
"Igfn1" 7 14 6 3 1 5
"Tmem9" 92 230 120 197 86 86
"Ascl5" 1 1 0 0 0 0
"Cacna1s" 41 95 54 65 29 37
"Gm15850" 0 0 0 0 0 0
"Kif21b" 286 311 154 651 288 269
"5730559C18Rik" 193 347 138 328 113 120
"Gpr25" 1 4 0 5 0 0
"Camsap2" 946 1595 773 1521 668 793
"9230116N13Rik" 10 7 0 2 2 3
"Ddx59" 153 187 72 232 74 99
"Kif14" 926 1549 730 2285 859 882
"Zfp281" 2368 3627 1653 3516 1332 1436
"Gm19705" 54 59 43 47 20 24
"Platr22" 84 147 84 429 164 178
"Nr5a2" 633 927 438 1277 473 522
"Mir181a-1" 0 0 0 0 0 0
"Mir181b-1" 0 0 0 0 0 0
"Ptprc" 1 3 1 0 0 0
"Atp6v1g3" 0 1 0 1 0 0
"Nek7" 246 382 178 586 205 201
"Gm5833" 1 0 0 0 0 0
"Lhx9" 79 184 88 189 97 100
"2310009B15Rik" 26 22 8 43 9 11
"Dennd1b" 517 1071 563 1565 707 758
"4930596I21Rik" 17 27 17 34 23 11
"Crb1" 4 3 1 7 2 1
"4933436E23Rik" 1 1 0 1 0 0
"Zbtb41" 339 564 271 1086 414 422
"Aspm" 2154 4038 2184 7650 3270 3463
"F13b" 4 2 2 5 4 0
"Cfhr1" 2 3 4 8 1 5
"Gm4788" 2 1 0 4 2 0
"Cfhr2" 0 0 0 0 0 0
"Cfh" 3 9 6 13 6 7
"Kcnt2" 45 106 57 348 164 153
"4930590L20Rik" 2 2 2 12 2 2
"Cdc73" 1368 2253 1000 2843 1129 1234
"B3galt2" 119 255 174 368 142 146
"Glrx2" 285 511 257 703 245 280
"Trove2" 519 921 490 1050 462 580
"Uchl5" 773 900 356 637 173 205
"Rgs2" 1 9 3 7 1 1
"Rgs13" 1 0 0 1 0 0
"Rgs1" 0 0 0 0 0 0
"Rgs21" 0 0 0 0 0 0
"Rgs18" 0 2 0 0 0 0
"Brinp3" 0 2 0 0 1 2
"Pla2g4a" 13 44 16 45 9 14
"Mir7652" 0 0 0 0 1 0
"Ptgs2os" 2 7 1 1 0 0
"Ptgs2" 8 30 8 25 24 15
"Ptgs2os2" 2 0 0 0 0 1
"Pdc" 1 12 2 2 2 1
"2310030A07Rik" 3 6 4 2 0 3
"BC003331" 301 448 256 816 324 340
"Tpr" 8272 11593 5229 17155 6529 6809
"Prg4" 36 88 51 157 95 91
"Hmcn1" 41 115 69 104 57 65
"C730036E19Rik" 1 2 2 6 1 3
"Ivns1abp" 1779 2625 1262 4469 1684 1850
"Swt1" 319 479 203 693 258 269
"Trmt1l" 305 459 174 414 146 177
"Mir7682" 0 0 0 0 0 0
"Rnf2" 617 800 340 1157 391 390
"Fam129a" 106 173 77 403 181 150
"Edem3" 775 1774 1020 3192 1359 1455
"1700025G04Rik" 160 301 121 389 134 171
"Tsen15" 184 230 95 239 99 95
"Colgalt2" 2 8 1 6 2 5
"Rgl1" 43 48 18 61 20 32
"Apobec4" 2 4 6 5 3 6
"Arpc5" 298 371 181 206 68 80
"Ncf2" 86 156 90 218 84 118
"Smg7" 3187 5660 3083 7622 3056 3445
"Nmnat2" 209 257 177 563 200 266
"Lamc2" 130 277 169 1028 420 522
"Lamc1" 6362 14441 8288 24966 10532 11471
"E330020D12Rik" 125 280 143 334 146 176
"Shcbp1l" 29 76 56 165 62 85
"Dhx9" 5783 8587 4409 11543 4651 5075
"Npl" 65 78 34 128 37 55
"Rgs8" 3 6 4 0 4 0
"C230024C17Rik" 1 9 2 1 2 1
"Rgs16" 43 51 28 30 12 16
"Rnasel" 45 85 42 116 67 79
"Rgsl1" 6 5 0 3 1 1
"Teddm2" 0 3 0 0 1 0
"Teddm1b" 65 135 57 129 52 73
"Teddm1a" 2 8 2 5 2 6
"Mir8114" 0 0 0 0 0 0
"Glul" 1775 1775 592 1907 518 548
"Zfp648" 0 0 1 2 0 0
"4930452N14Rik" 0 0 1 0 0 0
"4930532M18Rik" 0 0 0 0 0 0
"Cacna1e" 23 51 32 103 59 69
"Ier5" 17 51 20 40 13 24
"Mr1" 0 1 0 0 0 1
"Stx6" 224 267 111 384 127 149
"Xpr1" 274 584 331 871 437 530
"Gm5532" 1 1 0 1 0 0
"Acbd6" 253 281 96 287 112 109
"Lhx4" 0 3 1 2 0 1
"Qsox1" 44 112 51 113 46 66
"Cep350" 1025 2024 1078 4208 1817 2107
"Tor1aip1" 172 352 231 519 227 239
"Tor1aip2" 1274 2361 1175 3024 1219 1377
"Fam163a" 3 13 3 5 1 2
"Tdrd5" 55 82 59 77 26 37
"Nphs2" 3 5 2 2 0 0
"Soat1" 480 1170 771 1124 503 601
"Abl2" 1628 2533 1276 3924 1502 1739
"Tor3a" 262 486 261 627 233 286
"Fam20b" 268 356 241 550 220 284
"Ralgps2" 567 796 377 949 413 462
"Angptl1" 29 33 33 63 18 24
"Tex35" 5 9 3 6 5 3
"Rasal2" 691 1166 616 2077 832 957
"2810025M15Rik" 249 229 51 246 64 55
"BC026585" 30 31 26 43 12 23
"Sec16b" 6 10 1 3 1 1
"Brinp2" 24 27 15 24 17 10
"Astn1" 9 42 17 21 10 10
"Mir488" 0 0 0 0 0 0
"Pappa2" 12 22 9 22 13 8
"Rfwd2" 846 1173 592 1672 655 724
"Scarna3a" 0 2 0 0 0 1
"Mir1843b" 0 0 0 0 0 0
"Tnr" 2 5 1 3 0 0
"4930523C07Rik" 3 2 1 2 0 0
"4930562F07Rik" 0 0 0 0 0 0
"Tnn" 1 8 2 1 3 1
"Mrps14" 252 307 136 432 142 145
"Cacybp" 3681 3864 1521 2840 857 894
"Rabgap1l" 262 494 268 1466 689 826
"Mir1927" 1 1 2 3 1 2
"Gpr52" 4 6 6 17 6 9
"Rc3h1" 1105 1855 1036 2289 911 1020
"Serpinc1" 4 22 7 24 10 15
"Zbtb37" 232 473 263 719 301 392
"Gas5" 3528 7736 4098 7791 2598 3577
"Snord47" 300 727 410 778 253 363
"Dars2" 301 393 216 415 146 192
"Cenpl" 80 107 64 130 45 59
"Klhl20" 129 229 111 344 128 149
"Ankrd45" 89 131 60 636 213 284
"4930469G21Rik" 4 11 12 58 28 31
"Prdx6" 1635 1799 717 1025 318 365
"Tnfsf4" 2 1 2 0 0 0
"Tnfsf18" 0 0 0 7 2 9
"Fasl" 1 1 1 2 1 1
"Suco" 742 1814 1072 3697 1658 1773
"4930558K02Rik" 2 1 0 2 0 2
"Pigc" 28 65 38 77 22 26
"Dnm3" 14 20 5 19 5 11
"2810442N19Rik" 1 9 0 2 1 1
"Dnm3os" 10 9 5 13 5 5
"Mir199a-2" 0 0 0 0 0 0
"Mir214" 0 0 0 0 0 0
"Mettl13" 295 430 180 396 126 143
"Vamp4" 40 65 28 59 43 34
"Myoc" 2 9 0 1 0 0
"7420461P10Rik" 1 2 3 3 1 1
"Prrc2c" 17472 28118 13780 35195 14661 17193
"Fmo4" 0 6 0 2 4 0
"Fmo1" 5 3 1 0 0 0
"Fmo2" 1 1 0 1 0 0
"Fmo6" 0 0 0 0 0 0
"Fmo3" 0 0 0 0 0 0
"Mroh9" 1 10 2 2 0 0
"Prrx1" 65 167 72 158 96 94
"Gorab" 134 131 86 206 68 68
"Mettl11b" 0 1 2 0 0 0
"Kifap3" 508 714 302 1075 398 413
"Scyl3" 199 451 169 591 192 285
"BC055324" 494 795 390 945 338 418
"Mettl18" 76 94 22 62 18 27
"Sele" 3 2 1 2 0 0
"Sell" 0 0 1 0 1 0
"Selp" 3 4 3 1 1 1
"Gm16548" 0 0 0 0 0 0
"F5" 22 61 28 32 9 17
"Slc19a2" 601 1310 764 880 405 422
"Ccdc181" 79 114 39 101 38 45
"Blzf1" 296 367 155 553 191 249
"Nme7" 175 225 115 365 136 166
"Atp1b1" 621 1464 863 3405 1377 1725
"Dpt" 0 2 0 0 0 1
"Gm20743" 0 0 1 2 0 0
"Xcl1" 0 0 0 0 0 0
"4930568G15Rik" 2 2 0 0 0 0
"Tbx19" 0 1 0 0 0 0
"Sft2d2" 254 426 233 1140 494 503
"Tiprl" 278 373 130 230 85 109
"Gpr161" 28 53 15 49 13 15
"Dcaf6" 226 371 209 581 240 264
"Mpc2" 30 45 16 52 20 16
"Adcy10" 18 32 25 43 13 16
"Mpzl1" 357 698 418 750 341 371
"Rcsd1" 11 31 14 19 1 2
"Creg1" 43 104 77 162 57 94
"Cd247" 3 18 6 19 18 4
"Pou2f1" 2393 4436 2396 6896 3055 3307
"Dusp27" 1713 2179 880 3610 1131 1183
"Gpa33" 673 1313 644 4136 1646 1859
"Mael" 73 91 35 179 75 67
"Ildr2" 34 85 54 141 67 67
"Tada1" 25 46 11 82 38 32
"Pogk" 50 108 50 153 63 65
"Gm4846" 1 8 0 0 0 0
"Gm4847" 2 20 4 18 8 7
"Fmo9" 0 2 0 1 0 0
"Gm16701" 1 1 0 0 0 0
"Fam78b" 26 68 33 108 25 47
"Uck2" 1160 1297 488 1542 449 442
"Mir6347" 0 0 0 0 0 0
"Tmco1" 799 1600 844 2619 1016 1029
"Aldh9a1" 607 792 317 429 119 157
"Mgst3" 37 77 36 75 21 41
"Lrrc52" 1 0 0 0 0 0
"Rxrg" 47 123 39 122 43 69
"Lmx1a" 11 22 11 23 7 3
"Pbx1" 296 427 210 497 208 230
"Mir6348" 0 0 0 0 0 0
"Nuf2" 628 786 332 1165 422 403
"Rgs5" 0 2 0 0 0 0
"Rgs4" 1 1 0 2 0 0
"1700084C01Rik" 5 5 4 5 1 1
"Hsd17b7" 82 208 100 189 73 90
"3110045C21Rik" 2 0 2 1 1 1
"Ddr2" 142 344 210 968 404 418
"Uap1" 183 218 102 182 81 106
"Uhmk1" 125 202 111 353 129 125
"Sh2d1b2" 0 0 0 0 0 0
"Sh2d1b1" 0 5 0 3 0 1
"Gm7694" 18 18 6 20 9 6
"1700015E13Rik" 3 4 0 2 0 0
"Nos1ap" 17 22 10 28 17 16
"Olfml2b" 6 19 12 19 0 4
"Atf6" 752 1495 891 2618 1174 1173
"Dusp12" 160 190 82 225 94 77
"Fcrlb" 0 1 1 3 0 1
"Fcrla" 0 0 2 0 0 0
"Fcgr2b" 21 32 8 70 18 13
"Fcgr4" 5 9 1 0 3 0
"Fcgr3" 3 1 2 1 2 4
"Mir6546" 2 4 3 3 1 0
"Cfap126" 9 4 3 9 3 0
"Sdhc" 170 205 72 177 50 62
"Mpz" 1 7 2 1 1 0
"Pcp4l1" 6 8 1 1 0 0
"Nr1i3" 4 13 2 5 1 6
"Tomm40l" 99 131 64 106 34 48
"Apoa2" 4 9 3 4 1 3
"Fcer1g" 0 0 4 8 1 3
"Ndufs2" 1196 1799 868 2802 986 1091
"Adamts4" 21 31 22 27 9 14
"B4galt3" 164 305 173 415 180 180
"Ppox" 57 123 68 169 48 84
"Usp21" 265 358 151 474 176 187
"Ufc1" 181 172 70 151 52 42
"Dedd" 198 245 109 441 141 193
"Nit1" 81 104 41 171 58 92
"Pfdn2" 560 538 174 614 171 199
"Klhdc9" 18 23 11 23 7 7
"Pvrl4" 68 104 56 106 51 45
"Arhgap30" 301 404 174 476 215 255
"Usf1" 836 1011 421 1035 314 345
"Tstd1" 12 23 15 26 20 9
"F11r" 497 1166 724 1273 494 605
"Alyref2" 22 20 10 31 19 12
"Itln1" 7 12 3 2 0 0
"Cd244" 1 8 0 2 2 1
"Ly9" 1 2 1 0 0 0
"Slamf7" 4 2 0 1 0 1
"Mir7683" 0 0 0 0 0 0
"Cd48" 0 3 0 0 0 0
"Slamf1" 2 1 1 0 0 0
"Cd84" 206 463 285 493 211 208
"Slamf6" 3 3 0 0 0 5
"Vangl2" 276 555 297 779 284 382
"Nhlh1" 0 4 3 2 0 4
"Ncstn" 348 800 482 1279 509 568
"Copa" 1293 1549 687 2339 799 935
"Pex19" 452 548 234 710 219 265
"Dcaf8" 960 1363 585 2252 809 930
"Pea15a" 163 216 123 250 104 103
"Casq1" 32 61 47 65 25 25
"Atp1a4" 24 65 26 50 10 16
"Atp1a2" 48 141 78 169 87 74
"Igsf8" 214 393 239 471 180 249
"Kcnj9" 9 28 16 26 8 12
"Kcnj10" 89 209 114 171 81 99
"Pigm" 523 1048 539 1435 660 718
"Slamf9" 1 13 3 16 3 1
"Igsf9" 407 974 537 953 370 426
"Tagln2" 475 578 188 732 187 229
"Cfap45" 28 35 8 85 50 43
"4933439K11Rik" 1 2 4 9 2 1
"Vsig8" 1 6 0 3 1 1
"Slamf8" 9 15 15 13 6 4
"Fcrl6" 17 27 31 42 23 14
"Dusp23" 3 12 1 5 2 8
"Crp" 22 34 14 40 15 19
"Apcs" 0 0 0 0 0 0
"Olfr16" 0 0 0 0 0 0
"Olfr1408" 0 0 0 0 0 0
"Olfr1406" 0 0 1 0 0 1
"Olfr218" 0 0 0 0 0 0
"Olfr1404" 0 0 0 0 0 0
"Fcer1a" 0 0 0 0 0 0
"Olfr418" 0 1 0 0 0 0
"Mptx2" 0 1 0 0 0 0
"Ackr1" 1 3 1 0 0 1
"Cadm3" 11 46 18 20 5 5
"Aim2" 382 519 208 950 402 444
"BC094916" 20 41 26 50 31 47
"Pydc4" 1 4 2 3 6 0
"Pyhin1" 6 10 15 11 8 8
"Pydc3" 8 24 20 20 10 8
"AI607873" 1 5 1 0 0 0
"Ifi204" 0 0 0 1 0 0
"Mndal" 0 3 2 0 0 0
"Mnda" 1 0 0 0 0 0
"Ifi203" 102 210 84 221 118 134
"Ifi202b" 0 3 0 0 0 0
"Ifi205" 0 0 0 0 0 1
"Olfr433" 1 1 0 1 0 0
"Olfr432" 1 1 0 0 0 0
"Olfr430" 0 0 0 0 0 0
"Olfr429" 0 1 0 0 0 0
"Olfr426" 0 0 0 0 0 0
"Olfr427" 0 0 0 0 0 0
"Olfr231" 0 0 0 0 0 0
"Olfr424" 0 2 0 0 0 0
"Olfr421-ps1" 0 0 0 1 0 0
"Olfr420" 0 0 0 1 0 0
"Spta1" 279 427 222 389 128 143
"Olfr419" 2 5 9 6 5 4
"Mptx1" 0 0 0 0 0 0
"Olfr417" 0 2 0 0 0 0
"Olfr248" 3 4 0 1 0 0
"Olfr414" 0 0 0 0 0 0
"Olfr220" 0 0 0 1 0 0
"Fmn2" 139 241 140 442 179 191
"Grem2" 3 4 2 1 0 1
"Rgs7" 1 16 2 5 0 3
"Fh1" 536 791 408 887 298 386
"Kmo" 2 4 0 1 0 2
"Opn3" 16 23 14 24 7 11
"Chml" 216 432 263 508 190 245
"Wdr64" 20 40 21 58 23 32
"Exo1" 723 947 400 1318 508 570
"Becn2" 1 11 0 3 5 1
"Pld5" 9 23 5 18 7 27
"Cep170" 616 968 509 1352 547 593
"Mir350" 2 1 1 0 1 2
"Sdccag8" 110 164 74 318 144 146
"Hmga2-ps1" 9 19 14 18 14 7
"Akt3" 258 390 185 526 281 263
"Zbtb18" 162 233 83 349 115 125
"2310043L19Rik" 0 0 0 0 0 0
"1700016C15Rik" 8 11 4 14 2 6
"Adss" 1546 1961 804 1794 622 608
"Gm16432" 1 3 0 4 2 0
"Desi2" 254 358 232 469 216 174
"Cox20" 128 210 126 376 157 190
"Hnrnpu" 20017 24295 9971 31360 11430 12337
"Efcab2" 42 52 23 203 78 104
"Kif26b" 10 19 3 22 11 14
"Smyd3" 298 498 266 1022 454 498
"Tfb2m" 272 373 178 481 176 187
"Cnst" 157 270 121 289 125 121
"Sccpdh" 69 112 45 198 63 61
"Ahctf1" 3343 5209 2645 5610 2203 2391
"Cdc42bpa" 731 1186 539 1708 680 822
"Adck3" 126 127 62 343 141 169
"Psen2" 36 63 47 177 76 80
"Gm5069" 70 106 53 102 48 46
"Itpkb" 23 43 23 45 16 18
"6330403A02Rik" 5 5 2 12 3 1
"Parp1" 4047 4688 1893 5936 1884 2314
"Mir6904" 0 1 0 2 1 0
"Lin9" 228 352 182 484 165 251
"Mixl1" 5 19 6 15 6 4
"Acbd3" 573 763 296 1133 460 476
"H3f3a" 985 1103 452 1448 471 572
"Sde2" 816 932 421 1583 520 606
"Lefty2" 638 1250 682 2933 1209 1592
"Pycr2" 462 601 237 597 182 239
"Lefty1" 909 1627 845 2052 881 1183
"Tmem63a" 156 373 210 630 249 308
"Ephx1" 115 233 123 147 56 58
"9130409I23Rik" 2 0 1 1 4 1
"Nvl" 1428 1968 878 2389 924 1001
"Cnih4" 285 527 308 738 251 283
"Wdr26" 2003 2913 1323 5194 2018 2355
"Cnih3" 3 16 6 7 6 7
"Ccdc121" 1 0 0 2 1 0
"Lbr" 1819 4217 2475 4545 1821 2024
"Enah" 12234 19072 9383 29514 11656 12956
"Srp9" 325 369 90 291 85 72
"Vmn1r1" 1 0 0 0 0 1
"Degs1" 440 1010 628 966 422 426
"1700047M11Rik" 1 7 1 1 0 2
"Fbxo28" 369 404 208 656 216 223
"Trp53bp2" 474 611 327 829 325 289
"Capn2" 191 240 110 314 106 90
"Capn8" 1 5 1 1 1 0
"Ccdc185" 1 4 0 3 0 0
"Susd4" 43 66 28 77 35 57
"Tlr5" 5 12 8 9 0 5
"Disp1" 147 331 193 523 237 278
"Brox" 352 559 254 881 348 401
"Aida" 293 404 222 524 200 241
"Mia3" 1519 3323 2000 4311 1817 2099
"Taf1a" 212 407 225 525 180 168
"Hhipl2" 1 2 3 7 1 3
"1700056E22Rik" 1 7 0 2 0 1
"Dusp10" 29 35 14 15 9 11
"1700112H15Rik" 0 0 0 0 0 0
"4930488B22Rik" 3 0 0 1 0 0
"Hlx" 4 6 0 5 1 1
"Marc1" 2 1 0 4 0 0
"Marc2" 123 202 88 248 98 91
"Mir1981" 0 1 0 0 0 0
"C130074G19Rik" 22 28 10 34 15 20
"Mark1" 83 117 49 98 26 32
"Rab3gap2" 747 1302 632 1901 822 862
"Snora36b" 0 0 1 0 0 0
"Mir664" 0 0 0 0 0 0
"Iars2" 759 1533 763 1799 683 826
"Mir194-1" 0 3 1 1 0 2
"Mir215" 1 4 5 3 2 3
"Bpnt1" 349 508 202 468 151 178
"Eprs" 5849 8356 3756 10475 3822 3700
"9630028B13Rik" 13 8 14 23 16 18
"Gm2061" 1 5 0 2 0 0
"Slc30a10" 12 11 19 18 7 18
"5033404E19Rik" 5 7 2 8 7 5
"Mir297c" 1 1 2 0 1 0
"Lyplal1" 106 150 63 292 118 96
"A730004F24Rik" 0 0 0 3 0 0
"Tgfb2" 23 65 44 65 38 38
"Rrp15" 826 852 331 1023 351 308
"D1Pas1" 655 787 262 1457 463 450
"Spata17" 2 1 2 12 5 6
"1700007P06Rik" 24 49 21 58 23 30
"Gpatch2" 355 566 279 1040 406 474
"Esrrg" 9 1 0 0 1 0
"9330162B11Rik" 1 3 0 4 1 0
"Ush2a" 2 13 4 8 6 2
"Kctd3" 1130 1481 676 1494 482 556
"Kcnk2" 8 27 7 42 14 17
"Cenpf" 5712 8502 3936 13323 5481 5810
"Ptpn14" 1064 1642 740 480 175 190
"Smyd2" 243 351 181 311 93 126
"Prox1" 3 15 4 6 4 3
"Rps6kc1" 295 463 230 726 293 327
"Angel2" 401 537 292 1052 403 480
"Vash2" 74 118 42 122 35 34
"Mfsd7b" 143 282 153 239 84 110
"A230020J21Rik" 2 4 0 4 0 1
"Spata45" 13 19 5 7 1 0
"Tatdn3" 35 60 23 60 21 19
"Nsl1" 280 568 274 699 298 329
"Batf3" 5 5 1 4 1 0
"Fam71a" 0 1 0 2 1 0
"Atf3" 13 34 9 115 40 32
"Nenf" 31 71 28 49 13 26
"Tmem206" 259 469 244 408 172 227
"Ppp2r5a" 652 698 268 1636 586 632
"Dtl" 753 1133 611 1749 725 811
"Ints7" 759 1107 494 1834 641 764
"Lpgat1" 377 765 421 788 303 390
"Nek2" 784 977 350 1043 376 425
"1700034H15Rik" 84 149 87 174 75 87
"Slc30a1" 372 803 464 1403 578 675
"Rd3" 1 5 1 4 0 1
"Traf5" 11 11 4 15 2 3
"Mir3473c" 0 0 0 0 0 0
"Rcor3" 30 88 44 146 62 82
"Gm10516" 64 167 86 207 102 95
"Kcnh1" 29 84 39 98 43 55
"Hhat" 7 19 6 24 9 17
